transaction_id,sender_id,receiver_id,amount,timestamp
b62e6349,ACC_CYC_0_0,ACC_CYC_0_1,1250.0,2026-02-19 10:00:00
96374e3a,ACC_CYC_0_1,ACC_CYC_0_2,1250.0,2026-02-19 11:00:00
777cd10c,ACC_CYC_0_2,ACC_CYC_0_3,1250.0,2026-02-19 12:00:00
f2270467,ACC_CYC_0_3,ACC_CYC_0_0,1250.0,2026-02-19 13:00:00
d9a39362,ACC_CYC_1_0,ACC_CYC_1_1,1250.0,2026-02-19 10:00:00
3a7660bf,ACC_CYC_1_1,ACC_CYC_1_2,1250.0,2026-02-19 11:00:00
94ec7ae3,ACC_CYC_1_2,ACC_CYC_1_3,1250.0,2026-02-19 12:00:00
7f0afe1b,ACC_CYC_1_3,ACC_CYC_1_0,1250.0,2026-02-19 13:00:00
5f609734,ACC_CYC_2_0,ACC_CYC_2_1,1250.0,2026-02-19 10:00:00
fe80aa5f,ACC_CYC_2_1,ACC_CYC_2_2,1250.0,2026-02-19 11:00:00
268dc7dc,ACC_CYC_2_2,ACC_CYC_2_3,1250.0,2026-02-19 12:00:00
86578b3f,ACC_CYC_2_3,ACC_CYC_2_0,1250.0,2026-02-19 13:00:00
4717a5f8,ACC_SMURF_BOSS_0,MULE_0_0,495.0,2026-02-19 10:00:00
3960525e,ACC_SMURF_BOSS_0,MULE_0_1,495.0,2026-02-19 10:12:00
5b7cba37,ACC_SMURF_BOSS_0,MULE_0_2,495.0,2026-02-19 10:24:00
2e0c97d6,ACC_SMURF_BOSS_0,MULE_0_3,495.0,2026-02-19 10:36:00
e3245fc4,ACC_SMURF_BOSS_0,MULE_0_4,495.0,2026-02-19 10:48:00
8f6aca68,ACC_SMURF_BOSS_0,MULE_0_5,495.0,2026-02-19 11:00:00
0e0f12b4,ACC_SMURF_BOSS_0,MULE_0_6,495.0,2026-02-19 11:12:00
a2264977,ACC_SMURF_BOSS_0,MULE_0_7,495.0,2026-02-19 11:24:00
60ac8ad4,ACC_SMURF_BOSS_0,MULE_0_8,495.0,2026-02-19 11:36:00
4ad7a3d2,ACC_SMURF_BOSS_0,MULE_0_9,495.0,2026-02-19 11:48:00
617d1778,ACC_SMURF_BOSS_0,MULE_0_10,495.0,2026-02-19 12:00:00
6c5160d5,ACC_SMURF_BOSS_0,MULE_0_11,495.0,2026-02-19 12:12:00
a012a2ef,ACC_SMURF_BOSS_0,MULE_0_12,495.0,2026-02-19 12:24:00
65de42e7,ACC_SMURF_BOSS_0,MULE_0_13,495.0,2026-02-19 12:36:00
f410b732,ACC_SMURF_BOSS_1,MULE_1_0,495.0,2026-02-19 10:00:00
00cd5d66,ACC_SMURF_BOSS_1,MULE_1_1,495.0,2026-02-19 10:12:00
58b1af7a,ACC_SMURF_BOSS_1,MULE_1_2,495.0,2026-02-19 10:24:00
6ba0e893,ACC_SMURF_BOSS_1,MULE_1_3,495.0,2026-02-19 10:36:00
8af6ccf5,ACC_SMURF_BOSS_1,MULE_1_4,495.0,2026-02-19 10:48:00
b6631190,ACC_SMURF_BOSS_1,MULE_1_5,495.0,2026-02-19 11:00:00
20072448,ACC_SMURF_BOSS_1,MULE_1_6,495.0,2026-02-19 11:12:00
327fb38c,ACC_SMURF_BOSS_1,MULE_1_7,495.0,2026-02-19 11:24:00
d754d00d,ACC_SMURF_BOSS_1,MULE_1_8,495.0,2026-02-19 11:36:00
1856bd39,ACC_SMURF_BOSS_1,MULE_1_9,495.0,2026-02-19 11:48:00
769a3ea1,ACC_SMURF_BOSS_1,MULE_1_10,495.0,2026-02-19 12:00:00
0dc5c349,ACC_SMURF_BOSS_1,MULE_1_11,495.0,2026-02-19 12:12:00
d3cd5507,ACC_SMURF_BOSS_1,MULE_1_12,495.0,2026-02-19 12:24:00
ad13477b,ACC_SMURF_BOSS_1,MULE_1_13,495.0,2026-02-19 12:36:00
3739beff,SHELL_START_0,SHELL_HOP_0_0,9000.0,2026-02-20 10:00:00
c1a1eaae,SHELL_HOP_0_0,SHELL_HOP_0_1,8950.0,2026-02-20 11:00:00
aef22fc9,SHELL_HOP_0_1,SHELL_HOP_0_2,8900.0,2026-02-20 12:00:00
14027a43,SHELL_HOP_0_2,SHELL_HOP_0_3,8850.0,2026-02-20 13:00:00
f7fcc346,SHELL_HOP_0_3,SHELL_HOP_0_4,8800.0,2026-02-20 14:00:00
d5f6c9f4,SHELL_START_1,SHELL_HOP_1_0,9000.0,2026-02-20 10:00:00
29fc6286,SHELL_HOP_1_0,SHELL_HOP_1_1,8950.0,2026-02-20 11:00:00
42962932,SHELL_HOP_1_1,SHELL_HOP_1_2,8900.0,2026-02-20 12:00:00
8616d3d6,SHELL_HOP_1_2,SHELL_HOP_1_3,8850.0,2026-02-20 13:00:00
5efd5b78,SHELL_HOP_1_3,SHELL_HOP_1_4,8800.0,2026-02-20 14:00:00
ea8bed1d,SHELL_START_2,SHELL_HOP_2_0,9000.0,2026-02-20 10:00:00
d8837c81,SHELL_HOP_2_0,SHELL_HOP_2_1,8950.0,2026-02-20 11:00:00
82871a01,SHELL_HOP_2_1,SHELL_HOP_2_2,8900.0,2026-02-20 12:00:00
6b801f07,SHELL_HOP_2_2,SHELL_HOP_2_3,8850.0,2026-02-20 13:00:00
9dc0156e,SHELL_HOP_2_3,SHELL_HOP_2_4,8800.0,2026-02-20 14:00:00
26018649,SHELL_START_3,SHELL_HOP_3_0,9000.0,2026-02-20 10:00:00
3eeedb63,SHELL_HOP_3_0,SHELL_HOP_3_1,8950.0,2026-02-20 11:00:00
56bd7182,SHELL_HOP_3_1,SHELL_HOP_3_2,8900.0,2026-02-20 12:00:00
ce22b577,SHELL_HOP_3_2,SHELL_HOP_3_3,8850.0,2026-02-20 13:00:00
fc49bae8,SHELL_HOP_3_3,SHELL_HOP_3_4,8800.0,2026-02-20 14:00:00
6bfc2242,ACC_2779,ACC_7721,2595.97,2026-02-23 18:49:13
3d053040,ACC_8229,ACC_5747,2025.94,2026-02-26 22:44:27
30e80292,ACC_4900,ACC_1558,883.6,2026-02-26 06:42:43
bbd99837,ACC_5354,ACC_7120,2454.49,2026-02-24 06:09:57
4334fa76,ACC_7551,ACC_7875,1919.09,2026-02-23 19:38:56
73aed2e2,ACC_4594,ACC_9464,1019.2,2026-02-19 15:37:46
0bb11a2b,ACC_2648,ACC_4052,573.85,2026-02-24 03:16:46
c5436f0e,ACC_1636,ACC_5337,1253.14,2026-02-19 12:14:46
89993e9e,ACC_1416,ACC_3399,2529.05,2026-02-20 23:48:11
5dcd9f3c,ACC_8089,ACC_6741,2723.03,2026-02-20 01:39:24
aabb70a4,ACC_4935,ACC_9466,2628.77,2026-02-24 02:40:02
11e74aa1,ACC_5454,ACC_8954,686.93,2026-02-23 17:15:25
41654a6e,ACC_5283,ACC_1914,2991.46,2026-02-24 21:53:34
6f7d181d,ACC_8961,ACC_1418,1735.36,2026-02-25 19:06:19
595285ad,ACC_2515,ACC_5385,2346.97,2026-02-22 01:29:51
b2acd180,ACC_3041,ACC_8788,2016.74,2026-02-20 02:50:02
0823986c,ACC_7510,ACC_1652,2207.08,2026-02-28 09:55:55
4b323c14,ACC_7789,ACC_5755,753.04,2026-02-28 06:00:52
f9de7820,ACC_5532,ACC_2966,1449.93,2026-02-27 04:11:25
50dba8a7,ACC_6833,ACC_6324,1473.85,2026-02-21 16:38:40
2a89980b,ACC_5987,ACC_7992,2870.64,2026-02-23 03:57:05
adf98e97,ACC_4770,ACC_6282,130.5,2026-02-24 00:23:40
c218b6db,ACC_7678,ACC_4130,2556.65,2026-02-27 17:54:16
35465b01,ACC_9405,ACC_2018,1303.59,2026-02-25 23:47:34
83cb8668,ACC_8987,ACC_9909,2337.85,2026-02-24 21:18:18
4ac5bf53,ACC_7451,ACC_4680,1434.37,2026-02-27 05:12:02
fe6bd983,ACC_2550,ACC_2268,1744.71,2026-02-25 05:43:32
21e9fb9f,ACC_4817,ACC_8635,321.11,2026-02-20 11:28:01
e6e68920,ACC_6453,ACC_4477,277.72,2026-02-28 02:59:21
1d5fbc2f,ACC_8884,ACC_2043,272.64,2026-02-25 03:52:32
3ad13db1,ACC_8931,ACC_6720,1047.95,2026-02-19 15:42:17
09d1943d,ACC_6940,ACC_8549,2318.21,2026-02-22 16:21:12
e803fd28,ACC_2731,ACC_2799,2487.45,2026-02-19 20:27:47
4463793d,ACC_2604,ACC_3378,264.46,2026-02-26 08:19:00
2f282fef,ACC_7001,ACC_8438,2280.51,2026-02-22 06:53:48
5343e5b3,ACC_1782,ACC_3398,2198.26,2026-02-28 06:07:25
e2dcb634,ACC_9459,ACC_6327,1596.09,2026-02-26 00:06:05
79720cc4,ACC_4996,ACC_2371,1567.52,2026-02-24 17:00:25
32ae5549,ACC_6943,ACC_4403,637.79,2026-02-28 18:50:20
2610fc2c,ACC_6747,ACC_4200,2685.68,2026-02-24 08:53:51
06409583,ACC_7082,ACC_3908,377.85,2026-02-26 21:49:03
f7010bab,ACC_2319,ACC_4263,2822.82,2026-02-26 13:42:44
1b6306cb,ACC_6264,ACC_6910,652.29,2026-02-20 23:08:55
de085226,ACC_3581,ACC_1245,2564.56,2026-02-28 17:57:48
b7bf7bab,ACC_6512,ACC_9225,752.15,2026-03-01 09:20:39
39d8aee5,ACC_9832,ACC_8583,2086.6,2026-02-27 06:20:24
9a1a8386,ACC_6447,ACC_2821,2478.86,2026-02-21 21:03:39
373a78d5,ACC_6998,ACC_3326,1790.02,2026-02-24 03:54:31
b0701ff6,ACC_3402,ACC_2246,1021.96,2026-02-23 06:04:45
f82f8d49,ACC_6605,ACC_6630,2872.18,2026-02-21 23:41:46
70fae17c,ACC_6141,ACC_9398,178.64,2026-02-26 15:46:02
a5780bbd,ACC_2986,ACC_2928,344.56,2026-02-21 02:15:43
b91b7c4a,ACC_4323,ACC_6391,2230.99,2026-02-27 09:03:50
3a1e64d9,ACC_8437,ACC_7023,1720.41,2026-02-19 22:36:31
75083c18,ACC_3546,ACC_7428,1799.43,2026-02-22 14:13:29
ca7a04eb,ACC_5940,ACC_6205,683.73,2026-02-27 15:58:38
ccba4d99,ACC_7564,ACC_1663,843.48,2026-03-01 03:39:20
cedc3752,ACC_1438,ACC_7494,449.98,2026-02-23 16:09:36
d438d45f,ACC_1384,ACC_6530,474.44,2026-02-22 03:53:39
414304d9,ACC_8532,ACC_2437,768.96,2026-02-24 06:42:19
62420656,ACC_1333,ACC_3505,2288.12,2026-02-25 05:24:52
0cdf24df,ACC_6369,ACC_2261,302.57,2026-02-22 03:26:23
0ec99000,ACC_1320,ACC_6907,1739.65,2026-02-20 03:16:56
ed43292f,ACC_3584,ACC_2073,1014.05,2026-02-25 16:43:00
a8c7f64e,ACC_2991,ACC_8185,980.96,2026-02-27 17:43:56
30b753de,ACC_6866,ACC_3466,1834.12,2026-02-23 01:19:37
88730a0b,ACC_4422,ACC_8281,530.53,2026-03-01 06:07:55
1910c2aa,ACC_4168,ACC_2647,2744.76,2026-02-27 22:49:59
ea4d32ab,ACC_8404,ACC_8938,1108.55,2026-02-20 06:15:36
e82d341e,ACC_9968,ACC_8297,2495.54,2026-02-27 16:43:12
8a291a08,ACC_8607,ACC_7570,1419.08,2026-02-24 02:53:07
339ceb75,ACC_3739,ACC_4603,94.74,2026-02-22 10:00:13
f28df02a,ACC_2706,ACC_2003,2489.79,2026-02-20 20:45:10
014525a7,ACC_9059,ACC_5313,2735.23,2026-02-23 11:43:02
e89b948a,ACC_8548,ACC_8299,1970.03,2026-02-25 03:55:34
f4c8269c,ACC_9927,ACC_7607,404.24,2026-02-20 18:15:02
38d7c2ee,ACC_9952,ACC_9531,1830.03,2026-02-25 02:51:42
17698fc4,ACC_6848,ACC_6730,1689.05,2026-02-24 23:15:05
2e2cb576,ACC_2126,ACC_6487,1223.16,2026-02-21 09:39:08
bb205ad1,ACC_3775,ACC_8487,2104.37,2026-02-25 11:15:55
19bd5861,ACC_5266,ACC_6115,604.11,2026-02-22 16:50:06
b0f0bf3a,ACC_7783,ACC_2776,142.12,2026-02-24 16:06:27
dbefc370,ACC_8403,ACC_8339,389.16,2026-02-26 10:15:13
aa97c791,ACC_6346,ACC_2328,1846.13,2026-02-21 11:27:33
b5eb7f93,ACC_7052,ACC_4870,2784.06,2026-02-25 16:40:27
5de43d2c,ACC_2785,ACC_4742,2642.69,2026-02-24 22:00:10
df3d096a,ACC_6401,ACC_5745,941.79,2026-02-24 18:40:43
c361f25d,ACC_8774,ACC_4833,1815.32,2026-02-23 00:39:53
26d145c7,ACC_5806,ACC_1410,2048.99,2026-02-21 21:19:06
10d34747,ACC_7318,ACC_4323,1042.29,2026-02-27 18:00:59
a8d2e550,ACC_6462,ACC_6392,1967.31,2026-02-21 20:53:53
0e1b09b4,ACC_7567,ACC_2136,422.63,2026-02-22 09:39:09
1e761664,ACC_9233,ACC_2449,1515.4,2026-02-23 09:06:50
2ceb9a95,ACC_3549,ACC_9361,320.01,2026-02-23 21:52:25
b0aaf38a,ACC_9014,ACC_1934,2764.96,2026-02-25 20:28:04
9242ec69,ACC_6403,ACC_4476,1907.06,2026-02-26 07:29:55
c69fe967,ACC_4694,ACC_7221,1241.24,2026-02-21 01:46:01
64f4879c,ACC_6009,ACC_5848,1915.82,2026-02-26 16:36:44
e50fbdd6,ACC_4268,ACC_5403,1225.11,2026-02-23 09:54:25
cc11ecbb,ACC_4122,ACC_3499,445.81,2026-02-22 23:45:09
61424e19,ACC_8486,ACC_6921,934.74,2026-02-27 23:08:58
3bc27632,ACC_3121,ACC_4742,1654.6,2026-02-20 01:23:14
9da448d1,ACC_7311,ACC_2104,1470.63,2026-02-27 04:31:33
7e832307,ACC_4903,ACC_4108,2082.63,2026-02-26 18:00:12
d43bf707,ACC_8826,ACC_8199,333.17,2026-02-22 00:25:41
6b4c4158,ACC_5229,ACC_2233,2836.71,2026-02-27 11:00:08
1aaa0a14,ACC_7069,ACC_7093,436.92,2026-02-27 04:54:13
be8a2d85,ACC_2010,ACC_8321,603.92,2026-03-01 00:00:45
be213659,ACC_1992,ACC_4610,588.62,2026-02-19 13:04:23
10d470e4,ACC_2028,ACC_1885,2938.25,2026-02-19 12:41:53
dbb320bb,ACC_1527,ACC_1654,2051.87,2026-02-26 16:45:36
8f8af782,ACC_5424,ACC_8621,96.38,2026-02-24 19:58:54
93b8440a,ACC_9814,ACC_4600,1857.46,2026-02-20 02:39:40
a1eabadc,ACC_9382,ACC_7507,553.23,2026-02-19 15:53:01
00a1e645,ACC_8425,ACC_1799,2579.91,2026-02-22 12:37:17
8e48fb6d,ACC_9622,ACC_4715,1644.71,2026-02-23 11:15:27
9d1e3937,ACC_5807,ACC_7826,85.78,2026-02-26 20:00:24
51e38173,ACC_1036,ACC_6276,1448.42,2026-02-19 13:21:53
d73421ac,ACC_6409,ACC_6806,1182.28,2026-02-27 14:56:11
042b4edd,ACC_3053,ACC_7861,350.89,2026-02-21 06:37:50
c4e66b53,ACC_1319,ACC_3374,1922.73,2026-02-23 11:43:17
3d4d73c5,ACC_8998,ACC_4875,1952.31,2026-02-25 12:35:57
a67e8731,ACC_4355,ACC_4603,1513.96,2026-02-21 19:03:06
2f1a1fc1,ACC_8655,ACC_6180,1272.76,2026-02-28 13:12:08
ab25016a,ACC_6996,ACC_1960,701.65,2026-02-19 23:44:13
3ecd93dd,ACC_5360,ACC_2309,1879.58,2026-02-20 04:18:00
b44182e0,ACC_8691,ACC_2015,2178.8,2026-02-25 20:35:43
1ca4cace,ACC_5637,ACC_2685,1905.9,2026-02-22 20:46:12
730d3788,ACC_1426,ACC_1191,2301.26,2026-02-20 11:01:28
158dfbc4,ACC_1795,ACC_7071,2817.03,2026-02-23 05:01:59
ec17ef94,ACC_8263,ACC_1741,431.67,2026-02-27 01:44:03
a4b93a92,ACC_1794,ACC_5589,268.26,2026-02-24 10:38:17
ed1ece0f,ACC_7537,ACC_8783,2615.9,2026-02-26 22:29:35
8147b970,ACC_8217,ACC_3699,60.53,2026-02-27 13:33:04
5365c66e,ACC_4412,ACC_6282,2298.4,2026-02-21 19:27:18
9ef1a006,ACC_5082,ACC_6245,2394.33,2026-02-26 01:50:11
225507af,ACC_9257,ACC_9707,943.14,2026-02-23 19:16:33
4e9ccfab,ACC_2557,ACC_3952,78.45,2026-02-28 02:06:19
cb59e219,ACC_3194,ACC_1791,669.99,2026-02-22 11:57:47
9016430c,ACC_7473,ACC_1806,1747.94,2026-02-24 03:01:02
d8556d8d,ACC_8067,ACC_8632,2345.48,2026-02-22 18:39:23
622db94c,ACC_2944,ACC_3848,2440.23,2026-02-25 07:21:03
43d4b9d6,ACC_7399,ACC_7574,1470.87,2026-02-23 01:43:10
f293bede,ACC_6435,ACC_7743,2235.62,2026-02-27 23:48:18
7a131913,ACC_6210,ACC_5615,1086.88,2026-02-19 18:33:35
2b60b533,ACC_8940,ACC_1704,2688.4,2026-02-23 04:09:50
cec8c7d4,ACC_7903,ACC_8607,2690.59,2026-03-01 00:05:46
84a8573e,ACC_2028,ACC_5872,164.63,2026-02-19 18:46:31
69e30093,ACC_2157,ACC_2589,2197.06,2026-02-23 15:26:46
3a064896,ACC_8237,ACC_4578,2628.16,2026-02-25 01:50:15
21090721,ACC_5454,ACC_2997,2987.75,2026-02-21 17:19:34
ac09a166,ACC_7596,ACC_9139,1535.79,2026-02-22 08:42:45
6ee83bcf,ACC_7336,ACC_8130,1551.97,2026-02-24 16:13:36
87ce4352,ACC_7712,ACC_3929,1698.39,2026-02-22 15:38:41
c2265e1d,ACC_2374,ACC_8070,808.77,2026-02-25 10:57:32
28f32355,ACC_3667,ACC_2663,1860.6,2026-02-21 21:01:30
