transaction_id,sender_id,receiver_id,amount,timestamp
1cca46b3,SRC_CYC_0,LYR_CYC_0_1,1000.0,2026-02-19 10:00:00
b417050b,LYR_CYC_0_1,LYR_CYC_0_2,1000.0,2026-02-19 11:00:00
626de739,LYR_CYC_0_2,COLL_CYC_0,1000.0,2026-02-19 12:00:00
ae68162e,COLL_CYC_0,SRC_CYC_0,1000.0,2026-02-19 13:00:00
77b42490,SRC_CYC_1,LYR_CYC_1_1,1000.0,2026-02-19 10:00:00
e9781e99,LYR_CYC_1_1,LYR_CYC_1_2,1000.0,2026-02-19 11:00:00
e6a9928c,LYR_CYC_1_2,COLL_CYC_1,1000.0,2026-02-19 12:00:00
9929dac3,COLL_CYC_1,SRC_CYC_1,1000.0,2026-02-19 13:00:00
cb8f7905,SRC_CYC_2,LYR_CYC_2_1,1000.0,2026-02-19 10:00:00
f9bca4c6,LYR_CYC_2_1,LYR_CYC_2_2,1000.0,2026-02-19 11:00:00
a871095b,LYR_CYC_2_2,COLL_CYC_2,1000.0,2026-02-19 12:00:00
20331097,COLL_CYC_2,SRC_CYC_2,1000.0,2026-02-19 13:00:00
759f8418,SRC_CYC_3,LYR_CYC_3_1,1000.0,2026-02-19 10:00:00
2f2c9e3b,LYR_CYC_3_1,LYR_CYC_3_2,1000.0,2026-02-19 11:00:00
69ec5717,LYR_CYC_3_2,COLL_CYC_3,1000.0,2026-02-19 12:00:00
512697c9,COLL_CYC_3,SRC_CYC_3,1000.0,2026-02-19 13:00:00
9f328b1a,SRC_CYC_4,LYR_CYC_4_1,1000.0,2026-02-19 10:00:00
fa9dbb7f,LYR_CYC_4_1,LYR_CYC_4_2,1000.0,2026-02-19 11:00:00
9fa09df1,LYR_CYC_4_2,COLL_CYC_4,1000.0,2026-02-19 12:00:00
51650320,COLL_CYC_4,SRC_CYC_4,1000.0,2026-02-19 13:00:00
599910b3,SRC_SMURF_0,LYR_MULE_0_0,450.0,2026-02-19 10:00:00
e513a1e4,SRC_SMURF_0,LYR_MULE_0_1,450.0,2026-02-19 10:10:00
3e0fef0b,SRC_SMURF_0,LYR_MULE_0_2,450.0,2026-02-19 10:20:00
abe84382,SRC_SMURF_0,LYR_MULE_0_3,450.0,2026-02-19 10:30:00
0df5a950,SRC_SMURF_0,LYR_MULE_0_4,450.0,2026-02-19 10:40:00
c4249009,SRC_SMURF_0,LYR_MULE_0_5,450.0,2026-02-19 10:50:00
741f9de9,SRC_SMURF_0,LYR_MULE_0_6,450.0,2026-02-19 11:00:00
ba047956,SRC_SMURF_0,LYR_MULE_0_7,450.0,2026-02-19 11:10:00
9ff4b996,SRC_SMURF_0,LYR_MULE_0_8,450.0,2026-02-19 11:20:00
2938ae05,SRC_SMURF_0,LYR_MULE_0_9,450.0,2026-02-19 11:30:00
4057cdaa,SRC_SMURF_0,LYR_MULE_0_10,450.0,2026-02-19 11:40:00
283cc5cf,SRC_SMURF_0,LYR_MULE_0_11,450.0,2026-02-19 11:50:00
0169ffaf,SRC_SMURF_1,LYR_MULE_1_0,450.0,2026-02-19 10:00:00
3d18719b,SRC_SMURF_1,LYR_MULE_1_1,450.0,2026-02-19 10:10:00
602021e7,SRC_SMURF_1,LYR_MULE_1_2,450.0,2026-02-19 10:20:00
fbdf1be5,SRC_SMURF_1,LYR_MULE_1_3,450.0,2026-02-19 10:30:00
9ce57a09,SRC_SMURF_1,LYR_MULE_1_4,450.0,2026-02-19 10:40:00
90b836ce,SRC_SMURF_1,LYR_MULE_1_5,450.0,2026-02-19 10:50:00
5ccb9e8e,SRC_SMURF_1,LYR_MULE_1_6,450.0,2026-02-19 11:00:00
e35c18b6,SRC_SMURF_1,LYR_MULE_1_7,450.0,2026-02-19 11:10:00
7a45b1a5,SRC_SMURF_1,LYR_MULE_1_8,450.0,2026-02-19 11:20:00
d13315e5,SRC_SMURF_1,LYR_MULE_1_9,450.0,2026-02-19 11:30:00
31157be9,SRC_SMURF_1,LYR_MULE_1_10,450.0,2026-02-19 11:40:00
007d690b,SRC_SMURF_1,LYR_MULE_1_11,450.0,2026-02-19 11:50:00
936b40ae,SRC_SHELL_0,LYR_SH1_0,5000.0,2026-02-20 10:00:00
b16d3df2,LYR_SH1_0,LYR_SH2_0,5000.0,2026-02-20 11:00:00
1f9913d9,LYR_SH2_0,COLL_DEST_0,5000.0,2026-02-20 12:00:00
c39fc591,SRC_SHELL_1,LYR_SH1_1,5000.0,2026-02-20 10:00:00
18933391,LYR_SH1_1,LYR_SH2_1,5000.0,2026-02-20 11:00:00
098af933,LYR_SH2_1,COLL_DEST_1,5000.0,2026-02-20 12:00:00
